event_type,event_date,user_id,project_name,organization,action,commits_count,files_changed,is_public,language
PushEvent,2023-10-24,mark_davis,uber/jaeger,uber,closed,9.0,12.0,True,JavaScript
PushEvent,2023-04-11,anna_wilson,airbnb/javascript,airbnb,reviewed,2.0,5.0,True,TypeScript
PullRequestEvent,2023-03-13,chris_lee,uber/cadence,uber,commented,20.0,81.0,True,Rust
PushEvent,2023-10-05,nina_patel,netflix/zuul,netflix,created,8.0,19.0,True,Go
CommitEvent,2023-09-15,rachel_kim,google/go,google,updated,5.0,19.0,True,Rust
MergeEvent,2023-04-04,james_smith,apache/cassandra,apache,approved,,,True,Python
IssuesEvent,2023-06-25,rachel_kim,apache/beam,apache,commented,,,True,Go
CreateEvent,2023-11-04,anna_wilson,microsoft/dotnet,microsoft,approved,,,True,Python
MergeEvent,2023-09-21,john_taylor,hashicorp/packer,hashicorp,created,,,True,JavaScript
PullRequestEvent,2023-12-31,mark_davis,facebook/docusaurus,facebook,merged,9.0,10.0,False,Java
PullRequestEvent,2023-12-22,olivia_zhang,apache/airflow,apache,opened,46.0,20.0,True,TypeScript
CreateEvent,2023-03-07,alex_kumar,facebook/docusaurus,facebook,updated,,,True,Rust
PullRequestEvent,2023-04-17,robert_brown,apache/beam,apache,reviewed,22.0,1.0,True,JavaScript
MergeEvent,2023-09-30,sophie_duval,facebook/react,facebook,created,,,False,Go
PushEvent,2023-07-14,robert_brown,vercel/micro,vercel,created,8.0,15.0,True,Python
PushEvent,2023-07-04,alex_kumar,google/chromium,google,approved,9.0,7.0,True,Python
CommitEvent,2023-01-02,emma_garcia,microsoft/vscode,microsoft,updated,11.0,4.0,True,Java
MergeEvent,2023-02-13,dan_murphy,netflix/conductor,netflix,commented,,,False,Java
CommitEvent,2023-08-05,nina_patel,facebook/relay,facebook,commented,15.0,14.0,False,Go
IssuesEvent,2023-05-09,jen_liu,google/chromium,google,approved,,,True,Java
CreateEvent,2023-05-29,mark_davis,apache/cassandra,apache,merged,,,True,C++
PullRequestEvent,2023-08-14,john_taylor,google/kubernetes,google,reviewed,3.0,94.0,True,Java
PullRequestEvent,2023-07-05,chris_lee,vercel/turbo,vercel,closed,30.0,67.0,True,JavaScript
CreateEvent,2023-11-19,john_taylor,microsoft/dotnet,microsoft,approved,,,False,JavaScript
CommitEvent,2023-11-17,david_martinez,apache/beam,apache,merged,13.0,14.0,True,Java
IssuesEvent,2023-09-25,dan_murphy,facebook/yoga,facebook,created,,,True,JavaScript
MergeEvent,2023-06-15,sarah_chen,uber/react-map-gl,uber,created,,,True,TypeScript
PushEvent,2023-05-14,nina_patel,vercel/next.js,vercel,created,1.0,21.0,True,TypeScript
MergeEvent,2023-07-30,maria_rodriguez,airbnb/mavericks,airbnb,opened,,,True,Python
CreateEvent,2023-01-28,david_martinez,apache/airflow,apache,reviewed,,,True,Java
CreateEvent,2023-09-05,tom_nelson,airbnb/visx,airbnb,opened,,,False,JavaScript
MergeEvent,2023-06-15,chris_lee,google/kubernetes,google,closed,,,True,Go
CommitEvent,2023-04-30,john_taylor,elastic/elasticsearch,elastic,commented,14.0,14.0,True,Java
CommitEvent,2024-01-01,maria_rodriguez,apache/flink,apache,reviewed,4.0,10.0,True,JavaScript
PullRequestEvent,2023-01-27,james_smith,hashicorp/packer,hashicorp,approved,48.0,8.0,False,JavaScript
PullRequestEvent,2023-03-06,emma_garcia,hashicorp/nomad,hashicorp,updated,27.0,44.0,True,Python
CreateEvent,2023-01-12,nina_patel,elastic/apm-server,elastic,updated,,,True,JavaScript
MergeEvent,2023-05-21,rachel_kim,hashicorp/packer,hashicorp,commented,,,True,Rust
CreateEvent,2023-06-20,rachel_kim,hashicorp/packer,hashicorp,reviewed,,,True,Rust
MergeEvent,2023-05-24,lisa_anderson,airbnb/mavericks,airbnb,merged,,,False,Python
CreateEvent,2023-02-20,emma_garcia,elastic/logstash,elastic,approved,,,True,C++
MergeEvent,2023-04-03,nina_patel,google/tensorflow,google,opened,,,False,Go
IssuesEvent,2023-10-22,tom_nelson,vercel/next.js,vercel,reviewed,,,True,Python
CommitEvent,2023-03-06,rachel_kim,microsoft/terminal,microsoft,opened,2.0,1.0,True,Python
CommitEvent,2023-02-16,olivia_zhang,microsoft/playwright,microsoft,created,9.0,23.0,True,TypeScript
PushEvent,2023-12-31,chris_lee,uber/pyro,uber,merged,4.0,4.0,True,JavaScript
CommitEvent,2023-12-01,anna_wilson,facebook/docusaurus,facebook,reviewed,1.0,19.0,False,Go
CreateEvent,2023-06-23,nina_patel,hashicorp/packer,hashicorp,reviewed,,,True,JavaScript
PushEvent,2023-09-05,david_martinez,airbnb/visx,airbnb,updated,9.0,13.0,True,JavaScript
PullRequestEvent,2023-02-06,sarah_chen,facebook/react-native,facebook,opened,31.0,81.0,False,JavaScript
PushEvent,2023-10-30,david_martinez,vercel/turbo,vercel,commented,11.0,21.0,True,Go
MergeEvent,2023-10-13,dan_murphy,google/chromium,google,created,,,True,Go
CommitEvent,2023-04-24,sophie_duval,facebook/yoga,facebook,merged,13.0,8.0,False,C++
PullRequestEvent,2023-04-02,chris_lee,facebook/relay,facebook,reviewed,50.0,69.0,False,Rust
MergeEvent,2023-12-22,james_smith,vercel/hyper,vercel,commented,,,False,C++
PushEvent,2023-08-24,dan_murphy,apache/kafka,apache,closed,9.0,22.0,True,TypeScript
IssuesEvent,2023-09-27,alex_kumar,apache/cassandra,apache,closed,,,False,Python
CommitEvent,2023-09-28,john_taylor,apache/cassandra,apache,closed,9.0,5.0,True,JavaScript
PullRequestEvent,2023-05-30,mark_davis,elastic/logstash,elastic,updated,24.0,96.0,True,Rust
PushEvent,2023-05-01,maria_rodriguez,google/tensorflow,google,updated,15.0,10.0,True,C++
IssuesEvent,2023-09-07,emma_garcia,facebook/jest,facebook,reviewed,,,True,Java
PushEvent,2023-08-24,jen_liu,microsoft/PowerToys,microsoft,closed,15.0,6.0,True,C++
IssuesEvent,2023-12-25,alex_kumar,netflix/archaius,netflix,opened,,,True,TypeScript
CreateEvent,2023-10-16,jen_liu,elastic/logstash,elastic,reviewed,,,True,TypeScript
PushEvent,2023-06-19,alex_kumar,google/kubernetes,google,closed,10.0,16.0,True,JavaScript
PushEvent,2023-04-27,alex_kumar,microsoft/playwright,microsoft,commented,7.0,4.0,True,Rust
PushEvent,2023-03-28,mike_johnson,vercel/micro,vercel,reviewed,12.0,9.0,True,JavaScript
CommitEvent,2023-08-18,mike_johnson,hashicorp/packer,hashicorp,reviewed,3.0,22.0,True,Java
PushEvent,2023-11-16,emma_garcia,airbnb/lottie,airbnb,commented,6.0,7.0,True,Rust
CommitEvent,2023-09-16,john_taylor,hashicorp/consul,hashicorp,updated,2.0,17.0,False,Java
PullRequestEvent,2023-11-01,sophie_duval,google/kubernetes,google,closed,14.0,3.0,False,Python
CommitEvent,2023-10-17,alex_kumar,uber/pyro,uber,updated,4.0,4.0,False,C++
PushEvent,2023-07-04,rachel_kim,google/tensorflow,google,approved,12.0,1.0,False,Go
PullRequestEvent,2023-07-28,emma_garcia,microsoft/TypeScript,microsoft,merged,41.0,33.0,True,JavaScript
CommitEvent,2023-01-07,sarah_chen,uber/react-map-gl,uber,created,11.0,3.0,True,TypeScript
PushEvent,2023-11-29,robert_brown,google/tensorflow,google,commented,7.0,12.0,True,Go
PullRequestEvent,2023-03-29,maria_rodriguez,uber/kraken,uber,updated,25.0,99.0,True,Python
CreateEvent,2023-11-14,mark_davis,apache/flink,apache,created,,,True,JavaScript
IssuesEvent,2023-05-28,mike_johnson,microsoft/PowerToys,microsoft,updated,,,True,C++
PullRequestEvent,2023-05-08,rachel_kim,elastic/kibana,elastic,reviewed,50.0,16.0,False,Python
CreateEvent,2023-06-18,jen_liu,facebook/relay,facebook,closed,,,False,Java
CreateEvent,2023-05-31,tom_nelson,microsoft/vscode,microsoft,closed,,,True,Go
PushEvent,2023-11-28,alex_kumar,vercel/swr,vercel,updated,1.0,23.0,False,Go
CreateEvent,2023-08-15,dan_murphy,airbnb/javascript,airbnb,opened,,,True,Rust
CommitEvent,2023-03-30,lisa_anderson,google/go,google,commented,8.0,19.0,True,Rust
IssuesEvent,2023-07-22,sarah_chen,airbnb/javascript,airbnb,commented,,,True,Rust
PushEvent,2023-04-18,rachel_kim,google/chromium,google,opened,3.0,6.0,True,Java
IssuesEvent,2023-02-13,jen_liu,google/chromium,google,created,,,True,TypeScript
PullRequestEvent,2023-03-06,jen_liu,microsoft/terminal,microsoft,updated,27.0,28.0,True,JavaScript
CreateEvent,2023-08-12,chris_lee,vercel/micro,vercel,commented,,,False,TypeScript
IssuesEvent,2023-11-28,john_taylor,vercel/next.js,vercel,approved,,,True,Python
PushEvent,2023-02-17,sarah_chen,vercel/micro,vercel,merged,14.0,25.0,True,Java
CommitEvent,2023-06-08,chris_lee,uber/kraken,uber,commented,8.0,10.0,True,Java
MergeEvent,2023-09-08,james_smith,google/kubernetes,google,closed,,,True,TypeScript
CreateEvent,2023-01-18,jen_liu,airbnb/enzyme,airbnb,created,,,True,Rust
PullRequestEvent,2023-08-22,tom_nelson,facebook/react-native,facebook,merged,6.0,4.0,True,Python
PushEvent,2023-05-09,tom_nelson,elastic/elasticsearch,elastic,created,15.0,10.0,True,Python
CreateEvent,2023-01-21,chris_lee,google/angular,google,approved,,,False,Go
PullRequestEvent,2023-05-15,dan_murphy,google/flutter,google,closed,44.0,5.0,True,Rust
MergeEvent,2023-12-12,olivia_zhang,microsoft/PowerToys,microsoft,closed,,,True,JavaScript
PullRequestEvent,2023-02-22,james_smith,apache/spark,apache,approved,7.0,48.0,False,Go
MergeEvent,2023-07-27,rachel_kim,vercel/hyper,vercel,opened,,,True,C++
PullRequestEvent,2023-12-07,jen_liu,microsoft/playwright,microsoft,updated,41.0,40.0,True,JavaScript
IssuesEvent,2023-08-25,mike_johnson,hashicorp/packer,hashicorp,merged,,,False,TypeScript
CommitEvent,2023-05-06,david_martinez,uber/jaeger,uber,commented,14.0,8.0,True,JavaScript
CommitEvent,2023-01-30,nina_patel,facebook/yoga,facebook,opened,7.0,3.0,True,Rust
CommitEvent,2023-03-30,sarah_chen,netflix/archaius,netflix,commented,4.0,6.0,False,C++
CommitEvent,2023-10-06,anna_wilson,hashicorp/packer,hashicorp,opened,4.0,13.0,False,JavaScript
IssuesEvent,2023-01-21,lisa_anderson,hashicorp/terraform,hashicorp,reviewed,,,True,C++
PushEvent,2023-08-03,lisa_anderson,apache/airflow,apache,reviewed,14.0,14.0,True,Java
CreateEvent,2023-11-24,anna_wilson,google/chromium,google,commented,,,True,JavaScript
IssuesEvent,2023-11-20,nina_patel,hashicorp/nomad,hashicorp,approved,,,True,Rust
PullRequestEvent,2023-02-18,jen_liu,hashicorp/consul,hashicorp,closed,22.0,13.0,False,Java
CommitEvent,2023-08-19,sarah_chen,apache/flink,apache,approved,12.0,18.0,True,Rust
MergeEvent,2023-07-11,olivia_zhang,vercel/hyper,vercel,opened,,,True,Go
MergeEvent,2023-08-24,david_martinez,google/angular,google,opened,,,True,Java
CommitEvent,2023-04-16,robert_brown,microsoft/PowerToys,microsoft,commented,4.0,18.0,True,JavaScript
IssuesEvent,2023-12-20,mark_davis,vercel/hyper,vercel,updated,,,False,Java
MergeEvent,2023-01-19,tom_nelson,microsoft/vscode,microsoft,approved,,,True,TypeScript
IssuesEvent,2023-01-18,john_taylor,netflix/hystrix,netflix,reviewed,,,True,TypeScript
CreateEvent,2023-08-19,david_martinez,vercel/pkg,vercel,opened,,,True,Python
MergeEvent,2023-05-11,chris_lee,microsoft/vscode,microsoft,updated,,,True,Rust
CreateEvent,2023-08-02,anna_wilson,uber/pyro,uber,closed,,,True,Go
CommitEvent,2023-10-10,james_smith,uber/pyro,uber,closed,1.0,5.0,False,Java
MergeEvent,2023-10-09,rachel_kim,airbnb/enzyme,airbnb,updated,,,True,TypeScript
PushEvent,2023-12-25,dan_murphy,netflix/archaius,netflix,commented,14.0,4.0,False,JavaScript
PushEvent,2023-07-23,james_smith,google/flutter,google,reviewed,2.0,2.0,False,Rust
IssuesEvent,2023-03-24,robert_brown,hashicorp/vault,hashicorp,closed,,,True,C++
PullRequestEvent,2023-06-04,alex_kumar,apache/kafka,apache,opened,23.0,74.0,False,Java
IssuesEvent,2023-10-31,sophie_duval,airbnb/mavericks,airbnb,commented,,,False,Python
MergeEvent,2023-08-09,sophie_duval,hashicorp/vagrant,hashicorp,approved,,,True,TypeScript
PushEvent,2023-11-13,john_taylor,microsoft/PowerToys,microsoft,commented,14.0,1.0,True,Go
PullRequestEvent,2023-07-14,nina_patel,hashicorp/terraform,hashicorp,created,36.0,55.0,False,JavaScript
CommitEvent,2023-07-03,rachel_kim,google/tensorflow,google,created,9.0,21.0,False,TypeScript
PushEvent,2023-02-11,robert_brown,elastic/beats,elastic,closed,3.0,14.0,False,Python
CreateEvent,2023-02-22,tom_nelson,netflix/archaius,netflix,approved,,,True,Python
CommitEvent,2023-01-19,sophie_duval,elastic/apm-server,elastic,closed,1.0,21.0,True,Java
CommitEvent,2023-09-01,emma_garcia,hashicorp/packer,hashicorp,reviewed,9.0,3.0,True,Rust
PullRequestEvent,2023-05-09,sophie_duval,facebook/react-native,facebook,opened,18.0,63.0,False,C++
IssuesEvent,2023-09-16,david_martinez,microsoft/vscode,microsoft,opened,,,True,JavaScript
PullRequestEvent,2023-05-24,alex_kumar,uber/kraken,uber,created,25.0,35.0,True,Java
PushEvent,2023-12-26,alex_kumar,airbnb/lottie,airbnb,opened,3.0,7.0,False,JavaScript
MergeEvent,2023-10-19,robert_brown,vercel/hyper,vercel,reviewed,,,False,TypeScript
MergeEvent,2023-04-24,lisa_anderson,vercel/turbo,vercel,opened,,,True,Python
PushEvent,2023-01-24,mike_johnson,netflix/conductor,netflix,opened,11.0,22.0,True,JavaScript
PushEvent,2023-08-12,dan_murphy,elastic/kibana,elastic,reviewed,12.0,24.0,True,C++
CommitEvent,2023-01-03,sophie_duval,facebook/jest,facebook,approved,6.0,14.0,True,Rust
CreateEvent,2023-07-07,olivia_zhang,apache/flink,apache,commented,,,True,Python
CommitEvent,2023-05-31,mark_davis,apache/cassandra,apache,created,6.0,14.0,True,TypeScript
MergeEvent,2023-11-08,robert_brown,microsoft/playwright,microsoft,commented,,,False,C++
CreateEvent,2023-05-06,james_smith,hashicorp/packer,hashicorp,reviewed,,,True,Rust
CreateEvent,2023-12-28,sophie_duval,elastic/logstash,elastic,commented,,,False,Java
PullRequestEvent,2023-09-04,robert_brown,vercel/next.js,vercel,created,9.0,48.0,True,Python
PushEvent,2023-12-22,tom_nelson,google/chromium,google,created,15.0,9.0,True,TypeScript
PushEvent,2023-03-30,rachel_kim,airbnb/visx,airbnb,closed,2.0,5.0,False,Java
PushEvent,2023-07-19,tom_nelson,hashicorp/nomad,hashicorp,reviewed,9.0,21.0,True,JavaScript
CommitEvent,2023-04-22,lisa_anderson,google/flutter,google,updated,13.0,14.0,True,TypeScript
IssuesEvent,2023-10-04,james_smith,vercel/turbo,vercel,opened,,,True,Java
CreateEvent,2023-08-10,jen_liu,facebook/docusaurus,facebook,opened,,,True,Go
CreateEvent,2023-04-12,maria_rodriguez,apache/airflow,apache,updated,,,True,Rust
MergeEvent,2023-07-16,david_martinez,facebook/relay,facebook,created,,,False,C++
IssuesEvent,2023-09-15,tom_nelson,facebook/jest,facebook,closed,,,True,TypeScript
MergeEvent,2023-12-17,maria_rodriguez,elastic/kibana,elastic,approved,,,True,Go
CreateEvent,2023-06-13,maria_rodriguez,airbnb/mavericks,airbnb,merged,,,True,Rust
PushEvent,2023-06-28,chris_lee,elastic/elasticsearch,elastic,updated,2.0,6.0,False,JavaScript
IssuesEvent,2023-06-20,sarah_chen,google/tensorflow,google,approved,,,True,TypeScript
IssuesEvent,2023-05-04,chris_lee,microsoft/PowerToys,microsoft,opened,,,True,Java
CreateEvent,2023-08-23,chris_lee,uber/pyro,uber,approved,,,False,JavaScript
IssuesEvent,2023-03-12,chris_lee,apache/beam,apache,opened,,,True,Rust
PullRequestEvent,2023-03-08,dan_murphy,apache/beam,apache,merged,19.0,5.0,False,Go
CreateEvent,2023-08-07,maria_rodriguez,google/flutter,google,merged,,,True,C++
MergeEvent,2023-04-30,maria_rodriguez,airbnb/lottie,airbnb,approved,,,True,TypeScript
IssuesEvent,2023-01-15,chris_lee,google/kubernetes,google,updated,,,True,Go
PullRequestEvent,2023-01-08,alex_kumar,elastic/logstash,elastic,created,10.0,74.0,True,TypeScript
CreateEvent,2023-02-05,tom_nelson,hashicorp/terraform,hashicorp,closed,,,True,C++
PullRequestEvent,2023-09-01,alex_kumar,vercel/hyper,vercel,merged,3.0,33.0,False,Java
CommitEvent,2023-06-10,maria_rodriguez,netflix/zuul,netflix,created,6.0,6.0,False,TypeScript
MergeEvent,2023-07-11,maria_rodriguez,apache/cassandra,apache,updated,,,True,Rust
CommitEvent,2023-07-27,sarah_chen,vercel/turbo,vercel,updated,2.0,20.0,True,JavaScript
PullRequestEvent,2023-07-07,anna_wilson,uber/kraken,uber,closed,18.0,29.0,True,JavaScript
CreateEvent,2023-04-05,jen_liu,vercel/micro,vercel,merged,,,True,Python
IssuesEvent,2023-06-07,james_smith,apache/beam,apache,reviewed,,,True,Go
CommitEvent,2023-03-28,mike_johnson,microsoft/playwright,microsoft,created,2.0,17.0,True,Python
CommitEvent,2023-10-30,rachel_kim,facebook/yoga,facebook,closed,15.0,15.0,True,JavaScript
PushEvent,2023-01-25,robert_brown,microsoft/TypeScript,microsoft,merged,13.0,24.0,False,TypeScript
PullRequestEvent,2023-06-23,james_smith,microsoft/terminal,microsoft,created,32.0,15.0,True,Rust
MergeEvent,2023-08-07,lisa_anderson,microsoft/TypeScript,microsoft,updated,,,True,TypeScript
PullRequestEvent,2023-02-05,james_smith,elastic/kibana,elastic,opened,24.0,45.0,True,JavaScript
PullRequestEvent,2023-01-15,mike_johnson,vercel/micro,vercel,updated,10.0,76.0,True,C++
MergeEvent,2023-04-07,dan_murphy,hashicorp/terraform,hashicorp,approved,,,True,Python
MergeEvent,2023-05-07,sophie_duval,microsoft/terminal,microsoft,reviewed,,,True,TypeScript
IssuesEvent,2023-01-11,david_martinez,elastic/elasticsearch,elastic,created,,,False,Java
PushEvent,2023-07-29,dan_murphy,facebook/yoga,facebook,created,1.0,5.0,True,JavaScript
CommitEvent,2023-10-25,john_taylor,uber/cadence,uber,opened,11.0,6.0,False,JavaScript
PullRequestEvent,2023-04-26,robert_brown,facebook/relay,facebook,reviewed,43.0,60.0,False,C++
CommitEvent,2023-01-01,rachel_kim,uber/cadence,uber,closed,3.0,4.0,True,Rust
PushEvent,2023-10-02,maria_rodriguez,uber/jaeger,uber,approved,14.0,2.0,False,Python
CreateEvent,2023-09-28,sarah_chen,facebook/relay,facebook,created,,,False,Rust
MergeEvent,2023-02-23,tom_nelson,google/flutter,google,merged,,,True,Java
PushEvent,2023-05-06,mark_davis,netflix/conductor,netflix,reviewed,7.0,8.0,True,Java
MergeEvent,2023-03-23,nina_patel,elastic/beats,elastic,approved,,,True,Java
CommitEvent,2023-07-03,olivia_zhang,microsoft/vscode,microsoft,commented,8.0,4.0,True,TypeScript
MergeEvent,2023-07-11,robert_brown,google/kubernetes,google,approved,,,True,TypeScript
CommitEvent,2023-07-27,chris_lee,netflix/conductor,netflix,reviewed,14.0,18.0,True,C++
PullRequestEvent,2023-06-17,james_smith,elastic/elasticsearch,elastic,opened,18.0,80.0,True,Java
MergeEvent,2023-04-14,chris_lee,vercel/pkg,vercel,opened,,,True,Go
MergeEvent,2023-07-03,lisa_anderson,apache/flink,apache,merged,,,True,TypeScript
PushEvent,2023-02-14,sophie_duval,uber/jaeger,uber,opened,12.0,23.0,True,JavaScript
PushEvent,2023-04-11,jen_liu,elastic/beats,elastic,closed,5.0,18.0,True,Python
IssuesEvent,2023-11-21,jen_liu,microsoft/dotnet,microsoft,created,,,True,TypeScript
IssuesEvent,2023-09-03,mike_johnson,netflix/ribbon,netflix,merged,,,False,Rust
CreateEvent,2023-04-18,anna_wilson,apache/kafka,apache,commented,,,True,JavaScript
CreateEvent,2023-08-13,anna_wilson,apache/flink,apache,updated,,,True,Python
CreateEvent,2023-01-28,jen_liu,netflix/archaius,netflix,commented,,,True,Go
MergeEvent,2023-04-16,david_martinez,apache/kafka,apache,reviewed,,,True,Java
MergeEvent,2023-08-30,sophie_duval,google/angular,google,updated,,,True,TypeScript
MergeEvent,2023-11-22,sarah_chen,uber/pyro,uber,commented,,,True,Python
IssuesEvent,2023-11-11,sarah_chen,uber/kraken,uber,created,,,False,Go
PullRequestEvent,2023-02-20,alex_kumar,hashicorp/packer,hashicorp,merged,21.0,19.0,True,Python
IssuesEvent,2023-08-17,david_martinez,apache/spark,apache,approved,,,True,Rust
PushEvent,2023-04-06,anna_wilson,apache/flink,apache,merged,6.0,13.0,True,C++
CreateEvent,2023-01-24,alex_kumar,facebook/relay,facebook,approved,,,True,Python
PullRequestEvent,2023-01-08,nina_patel,apache/flink,apache,commented,22.0,90.0,True,TypeScript
CommitEvent,2023-10-28,rachel_kim,elastic/kibana,elastic,created,7.0,17.0,True,TypeScript
MergeEvent,2023-11-08,robert_brown,apache/beam,apache,closed,,,True,Rust
MergeEvent,2023-10-01,sophie_duval,airbnb/mavericks,airbnb,created,,,False,Rust
CommitEvent,2023-07-16,rachel_kim,facebook/relay,facebook,created,10.0,19.0,True,JavaScript
PullRequestEvent,2023-05-31,lisa_anderson,airbnb/mavericks,airbnb,opened,28.0,56.0,True,C++
CreateEvent,2023-10-04,lisa_anderson,hashicorp/packer,hashicorp,updated,,,False,Rust
CreateEvent,2023-03-29,john_taylor,elastic/apm-server,elastic,commented,,,True,Go
PullRequestEvent,2023-01-17,jen_liu,elastic/logstash,elastic,opened,4.0,14.0,False,Rust
CreateEvent,2023-01-24,tom_nelson,netflix/zuul,netflix,closed,,,False,Python
CommitEvent,2023-08-04,rachel_kim,facebook/react-native,facebook,commented,11.0,20.0,True,JavaScript
PushEvent,2023-08-16,lisa_anderson,airbnb/javascript,airbnb,opened,8.0,25.0,True,Rust
CommitEvent,2023-08-03,chris_lee,facebook/yoga,facebook,approved,7.0,11.0,True,Python
CreateEvent,2023-03-25,dan_murphy,netflix/archaius,netflix,created,,,True,Java
PullRequestEvent,2023-03-12,david_martinez,apache/spark,apache,updated,44.0,27.0,True,Go
PushEvent,2023-12-04,maria_rodriguez,apache/cassandra,apache,created,14.0,22.0,False,Go
